r,rho,m,P,H
5.3109470000e+05,1.6004050000e+15,5.5394162754e-01,9.6886190000e+35,3.3787030000e+05
5.3209470000e+05,1.5989890000e+15,5.5679868437e-01,9.6599510000e+35,3.3703210000e+05
5.3309470000e+05,1.5975710000e+15,5.5966378783e-01,9.6312960000e+35,3.3619600000e+05
5.3409470000e+05,1.5961510000e+15,5.6253693792e-01,9.6026560000e+35,3.3536200000e+05
5.3509460000e+05,1.5947280000e+15,5.6541863756e-01,9.5740300000e+35,3.3452990000e+05
5.3609460000e+05,1.5933030000e+15,5.6830838383e-01,9.5454180000e+35,3.3369990000e+05
5.3709460000e+05,1.5918760000e+15,5.7120617672e-01,9.5168210000e+35,3.3287190000e+05
5.3809460000e+05,1.5904460000e+15,5.7411251917e-01,9.4882380000e+35,3.3204580000e+05
5.3909460000e+05,1.5890140000e+15,5.7702690824e-01,9.4596710000e+35,3.3122170000e+05
5.4009460000e+05,1.5875800000e+15,5.7994934394e-01,9.4311190000e+35,3.3039950000e+05
5.4109460000e+05,1.5861440000e+15,5.8288032919e-01,9.4025830000e+35,3.2957930000e+05
5.4209460000e+05,1.5847060000e+15,5.8581936107e-01,9.3740620000e+35,3.2876090000e+05
5.4309460000e+05,1.5832650000e+15,5.8876643958e-01,9.3455570000e+35,3.2794450000e+05
5.4409460000e+05,1.5818220000e+15,5.9172156472e-01,9.3170670000e+35,3.2713000000e+05
5.4509450000e+05,1.5803760000e+15,5.9468523941e-01,9.2885950000e+35,3.2631730000e+05
5.4609450000e+05,1.5789280000e+15,5.9765696073e-01,9.2601380000e+35,3.2550650000e+05
5.4709450000e+05,1.5774780000e+15,6.0063672867e-01,9.2316990000e+35,3.2469760000e+05
5.4809450000e+05,1.5760260000e+15,6.0362454325e-01,9.2032760000e+35,3.2389050000e+05
5.4909450000e+05,1.5745720000e+15,6.0662090738e-01,9.1748700000e+35,3.2308520000e+05
5.5009450000e+05,1.5731150000e+15,6.0962531813e-01,9.1464810000e+35,3.2228170000e+05
5.5109450000e+05,1.5716560000e+15,6.1263777552e-01,9.1181090000e+35,3.2148000000e+05
5.5209450000e+05,1.5701950000e+15,6.1565827953e-01,9.0897560000e+35,3.2068010000e+05
5.5309450000e+05,1.5687310000e+15,6.1868683018e-01,9.0614200000e+35,3.1988190000e+05
5.5409450000e+05,1.5672650000e+15,6.2172393037e-01,9.0331010000e+35,3.1908550000e+05
5.5509440000e+05,1.5657970000e+15,6.2476907719e-01,9.0048020000e+35,3.1829090000e+05
5.5609440000e+05,1.5643260000e+15,6.2782227065e-01,8.9765200000e+35,3.1749790000e+05
5.5709440000e+05,1.5628540000e+15,6.3088351073e-01,8.9482570000e+35,3.1670670000e+05
5.5809440000e+05,1.5613790000e+15,6.3395279745e-01,8.9200120000e+35,3.1591720000e+05
5.5909440000e+05,1.5599010000e+15,6.3703013079e-01,8.8917870000e+35,3.1512940000e+05
5.6009440000e+05,1.5584220000e+15,6.4011601368e-01,8.8635800000e+35,3.1434330000e+05
5.6109440000e+05,1.5569400000e+15,6.4320944029e-01,8.8353930000e+35,3.1355880000e+05
5.6209440000e+05,1.5554550000e+15,6.4631141644e-01,8.8072250000e+35,3.1277600000e+05
5.6309440000e+05,1.5539690000e+15,6.4942093631e-01,8.7790770000e+35,3.1199480000e+05
5.6409440000e+05,1.5524800000e+15,6.5253900573e-01,8.7509490000e+35,3.1121530000e+05
5.6509430000e+05,1.5509890000e+15,6.5566512177e-01,8.7228410000e+35,3.1043730000e+05
5.6609430000e+05,1.5494960000e+15,6.5879928445e-01,8.6947520000e+35,3.0966100000e+05
5.6709430000e+05,1.5480000000e+15,6.6194149375e-01,8.6666850000e+35,3.0888630000e+05
5.6809430000e+05,1.5465020000e+15,6.6509124677e-01,8.6386370000e+35,3.0811310000e+05
5.6909430000e+05,1.5450010000e+15,6.6824954934e-01,8.6106110000e+35,3.0734160000e+05
5.7009430000e+05,1.5434990000e+15,6.7141589854e-01,8.5826050000e+35,3.0657150000e+05
5.7109430000e+05,1.5419940000e+15,6.7459029437e-01,8.5546210000e+35,3.0580310000e+05
5.7209430000e+05,1.5404870000e+15,6.7777273683e-01,8.5266570000e+35,3.0503610000e+05
5.7309430000e+05,1.5389770000e+15,6.8096272300e-01,8.4987150000e+35,3.0427070000e+05
5.7409430000e+05,1.5374650000e+15,6.8416125873e-01,8.4707950000e+35,3.0350680000e+05
5.7509420000e+05,1.5359510000e+15,6.8736784108e-01,8.4428960000e+35,3.0274440000e+05
5.7609420000e+05,1.5344350000e+15,6.9058196715e-01,8.4150200000e+35,3.0198350000e+05
5.7709420000e+05,1.5329160000e+15,6.9380464276e-01,8.3871650000e+35,3.0122410000e+05
5.7809420000e+05,1.5313950000e+15,6.9703486209e-01,8.3593330000e+35,3.0046620000e+05
5.7909420000e+05,1.5298710000e+15,7.0027312805e-01,8.3315240000e+35,2.9970970000e+05
5.8009420000e+05,1.5283450000e+15,7.0351944064e-01,8.3037370000e+35,2.9895460000e+05
5.8109420000e+05,1.5268170000e+15,7.0677379986e-01,8.2759720000e+35,2.9820100000e+05
5.8209420000e+05,1.5252870000e+15,7.1003570280e-01,8.2482310000e+35,2.9744890000e+05
5.8309420000e+05,1.5237540000e+15,7.1330565237e-01,8.2205130000e+35,2.9669810000e+05
5.8409420000e+05,1.5222190000e+15,7.1658415149e-01,8.1928190000e+35,2.9594870000e+05
5.8509410000e+05,1.5206810000e+15,7.1986969140e-01,8.1651470000e+35,2.9520080000e+05
5.8609410000e+05,1.5191420000e+15,7.2316378086e-01,8.1375000000e+35,2.9445420000e+05
5.8709410000e+05,1.5176000000e+15,7.2646541404e-01,8.1098760000e+35,2.9370900000e+05
5.8809410000e+05,1.5160550000e+15,7.2977559676e-01,8.0822770000e+35,2.9296520000e+05
5.8909410000e+05,1.5145080000e+15,7.3309282029e-01,8.0547010000e+35,2.9222270000e+05
5.9009410000e+05,1.5129590000e+15,7.3641859336e-01,8.0271500000e+35,2.9148160000e+05
5.9109410000e+05,1.5114080000e+15,7.3975191014e-01,7.9996230000e+35,2.9074180000e+05
5.9209410000e+05,1.5098540000e+15,7.4309327356e-01,7.9721220000e+35,2.9000330000e+05
5.9309410000e+05,1.5082970000e+15,7.4644218070e-01,7.9446450000e+35,2.8926610000e+05
5.9409410000e+05,1.5067390000e+15,7.4979913446e-01,7.9171930000e+35,2.8853030000e+05
5.9509400000e+05,1.5051780000e+15,7.5316363194e-01,7.8897660000e+35,2.8779570000e+05
5.9609400000e+05,1.5036150000e+15,7.5653617605e-01,7.8623640000e+35,2.8706240000e+05
5.9709400000e+05,1.5020490000e+15,7.5991676679e-01,7.8349880000e+35,2.8633040000e+05
5.9809400000e+05,1.5004810000e+15,7.6330490125e-01,7.8076380000e+35,2.8559970000e+05
5.9909400000e+05,1.4989110000e+15,7.6670108234e-01,7.7803130000e+35,2.8487020000e+05
6.0009400000e+05,1.4973380000e+15,7.7010480715e-01,7.7530150000e+35,2.8414200000e+05
6.0109400000e+05,1.4957630000e+15,7.7351607567e-01,7.7257430000e+35,2.8341500000e+05
6.0209400000e+05,1.4941850000e+15,7.7693589373e-01,7.6984970000e+35,2.8268920000e+05
6.0309400000e+05,1.4926050000e+15,7.8036275260e-01,7.6712770000e+35,2.8196470000e+05
6.0409400000e+05,1.4910230000e+15,7.8379765810e-01,7.6440840000e+35,2.8124130000e+05
6.0509390000e+05,1.4894380000e+15,7.8724010732e-01,7.6169180000e+35,2.8051920000e+05
6.0609390000e+05,1.4878510000e+15,7.9069060316e-01,7.5897790000e+35,2.7979830000e+05
6.0709390000e+05,1.4862620000e+15,7.9414813981e-01,7.5626670000e+35,2.7907850000e+05
6.0809390000e+05,1.4846700000e+15,7.9761422601e-01,7.5355820000e+35,2.7835990000e+05
6.0909390000e+05,1.4830760000e+15,8.0108735300e-01,7.5085250000e+35,2.7764250000e+05
6.1009390000e+05,1.4814790000e+15,8.0456852663e-01,7.4814950000e+35,2.7692630000e+05
6.1109390000e+05,1.4798800000e+15,8.0805724397e-01,7.4544930000e+35,2.7621120000e+05
6.1209390000e+05,1.4782780000e+15,8.1155350503e-01,7.4275190000e+35,2.7549720000e+05
6.1309390000e+05,1.4766740000e+15,8.1505730980e-01,7.4005730000e+35,2.7478440000e+05
6.1409390000e+05,1.4750680000e+15,8.1856916121e-01,7.3736550000e+35,2.7407270000e+05
6.1509380000e+05,1.4734590000e+15,8.2208855633e-01,7.3467650000e+35,2.7336210000e+05
6.1609380000e+05,1.4718480000e+15,8.2561549517e-01,7.3199040000e+35,2.7265260000e+05
6.1709380000e+05,1.4702350000e+15,8.2914997773e-01,7.2930720000e+35,2.7194420000e+05
6.1809380000e+05,1.4686190000e+15,8.3269200400e-01,7.2662680000e+35,2.7123690000e+05
6.1909380000e+05,1.4670000000e+15,8.3624157399e-01,7.2394940000e+35,2.7053070000e+05
6.2009380000e+05,1.4653790000e+15,8.3979868769e-01,7.2127480000e+35,2.6982550000e+05
6.2109380000e+05,1.4637560000e+15,8.4336334511e-01,7.1860320000e+35,2.6912150000e+05
6.2209380000e+05,1.4621300000e+15,8.4693554625e-01,7.1593450000e+35,2.6841840000e+05
6.2309380000e+05,1.4605020000e+15,8.5051529110e-01,7.1326880000e+35,2.6771650000e+05
6.2409380000e+05,1.4588710000e+15,8.5410257967e-01,7.1060600000e+35,2.6701550000e+05
6.2509370000e+05,1.4572380000e+15,8.5769741195e-01,7.0794630000e+35,2.6631560000e+05
6.2609370000e+05,1.4556030000e+15,8.6129928504e-01,7.0528950000e+35,2.6561680000e+05
6.2709370000e+05,1.4539650000e+15,8.6490920476e-01,7.0263570000e+35,2.6491890000e+05
6.2809370000e+05,1.4523240000e+15,8.6852616528e-01,6.9998500000e+35,2.6422210000e+05
6.2909370000e+05,1.4506810000e+15,8.7215117243e-01,6.9733730000e+35,2.6352620000e+05
6.3009370000e+05,1.4490360000e+15,8.7578271747e-01,6.9469270000e+35,2.6283140000e+05
6.3109370000e+05,1.4473880000e+15,8.7942230914e-01,6.9205120000e+35,2.6213750000e+05
6.3209370000e+05,1.4457370000e+15,8.8306894161e-01,6.8941270000e+35,2.6144460000e+05
6.3309370000e+05,1.4440840000e+15,8.8672311780e-01,6.8677740000e+35,2.6075270000e+05
6.3409370000e+05,1.4424290000e+15,8.9038483770e-01,6.8414510000e+35,2.6006180000e+05
6.3509360000e+05,1.4407710000e+15,8.9405359840e-01,6.8151600000e+35,2.5937180000e+05
6.3609360000e+05,1.4391110000e+15,8.9772990283e-01,6.7889000000e+35,2.5868280000e+05
6.3709360000e+05,1.4374480000e+15,9.0141375096e-01,6.7626720000e+35,2.5799470000e+05
6.3809360000e+05,1.4357820000e+15,9.0510463990e-01,6.7364760000e+35,2.5730750000e+05
6.3909360000e+05,1.4341150000e+15,9.0880256965e-01,6.7103120000e+35,2.5662130000e+05
6.4009360000e+05,1.4324440000e+15,9.1250804310e-01,6.6841790000e+35,2.5593600000e+05
6.4109360000e+05,1.4307710000e+15,9.1622055736e-01,6.6580790000e+35,2.5525160000e+05
6.4209360000e+05,1.4290960000e+15,9.1994061534e-01,6.6320110000e+35,2.5456810000e+05
6.4309360000e+05,1.4274180000e+15,9.2366771412e-01,6.6059760000e+35,2.5388550000e+05
6.4409360000e+05,1.4257370000e+15,9.2740235661e-01,6.5799730000e+35,2.5320380000e+05
6.4509350000e+05,1.4240540000e+15,9.3114353700e-01,6.5540020000e+35,2.5252300000e+05
6.4609350000e+05,1.4223680000e+15,9.3489276401e-01,6.5280650000e+35,2.5184310000e+05
6.4709350000e+05,1.4206800000e+15,9.3864852891e-01,6.5021610000e+35,2.5116410000e+05
6.4809350000e+05,1.4189890000e+15,9.4241133461e-01,6.4762890000e+35,2.5048590000e+05
6.4909350000e+05,1.4172960000e+15,9.4618168403e-01,6.4504510000e+35,2.4980850000e+05
6.5009350000e+05,1.4156000000e+15,9.4995907425e-01,6.4246470000e+35,2.4913210000e+05
6.5109350000e+05,1.4139020000e+15,9.5374350527e-01,6.3988760000e+35,2.4845640000e+05
6.5209350000e+05,1.4122010000e+15,9.5753497710e-01,6.3731380000e+35,2.4778170000e+05
6.5309350000e+05,1.4104970000e+15,9.6133348972e-01,6.3474350000e+35,2.4710770000e+05
6.5409350000e+05,1.4087910000e+15,9.6513904315e-01,6.3217650000e+35,2.4643460000e+05
6.5509340000e+05,1.4070820000e+15,9.6895163738e-01,6.2961300000e+35,2.4576230000e+05
6.5609340000e+05,1.4053710000e+15,9.7277127241e-01,6.2705280000e+35,2.4509080000e+05
6.5709340000e+05,1.4036570000e+15,9.7659794825e-01,6.2449610000e+35,2.4442010000e+05
6.5809340000e+05,1.4019400000e+15,9.8043166488e-01,6.2194280000e+35,2.4375020000e+05
6.5909340000e+05,1.4002210000e+15,9.8427242232e-01,6.1939300000e+35,2.4308110000e+05
6.6009340000e+05,1.3984990000e+15,9.8811971765e-01,6.1684670000e+35,2.4241280000e+05
6.6109340000e+05,1.3967750000e+15,9.9197405377e-01,6.1430390000e+35,2.4174530000e+05
6.6209340000e+05,1.3950480000e+15,9.9583543070e-01,6.1176450000e+35,2.4107860000e+05
6.6309340000e+05,1.3933180000e+15,9.9970384843e-01,6.0922870000e+35,2.4041260000e+05
6.6409340000e+05,1.3915860000e+15,1.0035788041e+00,6.0669640000e+35,2.3974740000e+05
6.6509330000e+05,1.3898510000e+15,1.0074608005e+00,6.0416760000e+35,2.3908290000e+05
6.6609330000e+05,1.3881130000e+15,1.0113498377e+00,6.0164240000e+35,2.3841920000e+05
6.6709330000e+05,1.3863730000e+15,1.0152454128e+00,5.9912080000e+35,2.3775630000e+05
6.6809330000e+05,1.3846300000e+15,1.0191475258e+00,5.9660270000e+35,2.3709410000e+05
6.6909330000e+05,1.3828840000e+15,1.0230566796e+00,5.9408820000e+35,2.3643260000e+05
6.7009330000e+05,1.3811360000e+15,1.0269728742e+00,5.9157730000e+35,2.3577190000e+05
6.7109330000e+05,1.3793850000e+15,1.0308956067e+00,5.8907000000e+35,2.3511180000e+05
6.7209330000e+05,1.3776310000e+15,1.0348248771e+00,5.8656640000e+35,2.3445250000e+05
6.7309330000e+05,1.3758750000e+15,1.0387606853e+00,5.8406640000e+35,2.3379390000e+05
6.7409330000e+05,1.3741160000e+15,1.0427035344e+00,5.8157000000e+35,2.3313610000e+05
6.7509320000e+05,1.3723540000e+15,1.0466529213e+00,5.7907730000e+35,2.3247890000e+05
6.7609320000e+05,1.3705890000e+15,1.0506088462e+00,5.7658830000e+35,2.3182240000e+05
6.7709320000e+05,1.3688220000e+15,1.0545713089e+00,5.7410300000e+35,2.3116660000e+05
6.7809320000e+05,1.3670520000e+15,1.0585408124e+00,5.7162130000e+35,2.3051150000e+05
6.7909320000e+05,1.3652790000e+15,1.0625163509e+00,5.6914340000e+35,2.2985700000e+05
6.8009320000e+05,1.3635040000e+15,1.0664989303e+00,5.6666920000e+35,2.2920330000e+05
6.8109320000e+05,1.3617260000e+15,1.0704875445e+00,5.6419880000e+35,2.2855020000e+05
6.8209320000e+05,1.3599450000e+15,1.0744831996e+00,5.6173210000e+35,2.2789770000e+05
6.8309320000e+05,1.3581610000e+15,1.0784848897e+00,5.5926920000e+35,2.2724600000e+05
6.8409320000e+05,1.3563750000e+15,1.0824931176e+00,5.5681000000e+35,2.2659480000e+05
6.8509310000e+05,1.3545850000e+15,1.0865078834e+00,5.5435460000e+35,2.2594440000e+05
6.8609310000e+05,1.3527930000e+15,1.0905291871e+00,5.5190310000e+35,2.2529450000e+05
6.8709310000e+05,1.3509980000e+15,1.0945565258e+00,5.4945530000e+35,2.2464530000e+05
6.8809310000e+05,1.3492010000e+15,1.0985904024e+00,5.4701140000e+35,2.2399670000e+05
6.8909310000e+05,1.3474000000e+15,1.1026308169e+00,5.4457120000e+35,2.2334880000e+05
6.9009310000e+05,1.3455970000e+15,1.1066772663e+00,5.4213500000e+35,2.2270150000e+05
6.9109310000e+05,1.3437910000e+15,1.1107302536e+00,5.3970260000e+35,2.2205480000e+05
6.9209310000e+05,1.3419820000e+15,1.1147897788e+00,5.3727410000e+35,2.2140870000e+05
6.9309310000e+05,1.3401700000e+15,1.1188548361e+00,5.3484940000e+35,2.2076320000e+05
6.9409310000e+05,1.3383560000e+15,1.1229269342e+00,5.3242860000e+35,2.2011830000e+05
6.9509300000e+05,1.3365380000e+15,1.1270045643e+00,5.3001180000e+35,2.1947400000e+05
6.9609300000e+05,1.3347180000e+15,1.1310887323e+00,5.2759890000e+35,2.1883030000e+05
6.9709300000e+05,1.3328950000e+15,1.1351789353e+00,5.2518990000e+35,2.1818720000e+05
6.9809300000e+05,1.3310680000e+15,1.1392751733e+00,5.2278480000e+35,2.1754470000e+05
6.9909300000e+05,1.3292400000e+15,1.1433779491e+00,5.2038370000e+35,2.1690270000e+05
7.0009300000e+05,1.3274080000e+15,1.1474862570e+00,5.1798650000e+35,2.1626130000e+05
7.0109300000e+05,1.3255730000e+15,1.1516011028e+00,5.1559340000e+35,2.1562050000e+05
7.0209300000e+05,1.3237350000e+15,1.1557219836e+00,5.1320420000e+35,2.1498030000e+05
7.0309300000e+05,1.3218950000e+15,1.1598483964e+00,5.1081900000e+35,2.1434060000e+05
7.0409300000e+05,1.3200510000e+15,1.1639813472e+00,5.0843780000e+35,2.1370140000e+05
7.0509290000e+05,1.3182050000e+15,1.1681198299e+00,5.0606060000e+35,2.1306280000e+05
7.0609290000e+05,1.3163550000e+15,1.1722648506e+00,5.0368750000e+35,2.1242480000e+05
7.0709290000e+05,1.3145030000e+15,1.1764154033e+00,5.0131840000e+35,2.1178730000e+05
7.0809290000e+05,1.3126480000e+15,1.1805714881e+00,4.9895340000e+35,2.1115030000e+05
7.0909290000e+05,1.3107890000e+15,1.1847341108e+00,4.9659240000e+35,2.1051390000e+05
7.1009290000e+05,1.3089280000e+15,1.1889022655e+00,4.9423550000e+35,2.0987800000e+05
7.1109290000e+05,1.3070640000e+15,1.1930759523e+00,4.9188270000e+35,2.0924260000e+05
7.1209290000e+05,1.3051960000e+15,1.1972556740e+00,4.8953400000e+35,2.0860770000e+05
7.1309290000e+05,1.3033260000e+15,1.2014414308e+00,4.8718940000e+35,2.0797340000e+05
7.1409290000e+05,1.3014530000e+15,1.2056327196e+00,4.8484900000e+35,2.0733950000e+05
7.1509280000e+05,1.2995770000e+15,1.2098295404e+00,4.8251260000e+35,2.0670620000e+05
7.1609280000e+05,1.2976970000e+15,1.2140318933e+00,4.8018040000e+35,2.0607340000e+05
7.1709280000e+05,1.2958150000e+15,1.2182402812e+00,4.7785240000e+35,2.0544100000e+05
7.1809280000e+05,1.2939290000e+15,1.2224542011e+00,4.7552850000e+35,2.0480920000e+05
7.1909280000e+05,1.2920410000e+15,1.2266736531e+00,4.7320880000e+35,2.0417780000e+05
7.2009280000e+05,1.2901490000e+15,1.2308986372e+00,4.7089330000e+35,2.0354700000e+05
7.2109280000e+05,1.2882550000e+15,1.2351291533e+00,4.6858200000e+35,2.0291660000e+05
7.2209280000e+05,1.2863570000e+15,1.2393652015e+00,4.6627490000e+35,2.0228670000e+05
7.2309280000e+05,1.2844560000e+15,1.2436067817e+00,4.6397200000e+35,2.0165720000e+05
7.2409280000e+05,1.2825520000e+15,1.2478538940e+00,4.6167330000e+35,2.0102830000e+05
7.2509270000e+05,1.2806450000e+15,1.2521065383e+00,4.5937890000e+35,2.0039970000e+05
7.2609270000e+05,1.2787340000e+15,1.2563642118e+00,4.5708880000e+35,1.9977170000e+05
7.2709270000e+05,1.2768210000e+15,1.2606274174e+00,4.5480290000e+35,1.9914410000e+05
7.2809270000e+05,1.2749040000e+15,1.2648961550e+00,4.5252120000e+35,1.9851700000e+05
7.2909270000e+05,1.2729850000e+15,1.2691699217e+00,4.5024390000e+35,1.9789030000e+05
7.3009270000e+05,1.2710620000e+15,1.2734492206e+00,4.4797080000e+35,1.9726410000e+05
7.3109270000e+05,1.2691350000e+15,1.2777335485e+00,4.4570210000e+35,1.9663830000e+05
7.3209270000e+05,1.2672060000e+15,1.2820229056e+00,4.4343770000e+35,1.9601290000e+05
7.3309270000e+05,1.2652740000e+15,1.2863177948e+00,4.4117760000e+35,1.9538800000e+05
7.3409270000e+05,1.2633380000e+15,1.2906177131e+00,4.3892180000e+35,1.9476350000e+05
7.3509260000e+05,1.2613990000e+15,1.2949226605e+00,4.3667040000e+35,1.9413940000e+05
7.3609260000e+05,1.2594560000e+15,1.2992331400e+00,4.3442330000e+35,1.9351580000e+05
7.3709260000e+05,1.2575110000e+15,1.3035481458e+00,4.3218070000e+35,1.9289260000e+05
7.3809260000e+05,1.2555620000e+15,1.3078681807e+00,4.2994230000e+35,1.9226980000e+05
7.3909260000e+05,1.2536100000e+15,1.3121937476e+00,4.2770840000e+35,1.9164740000e+05
7.4009260000e+05,1.2516550000e+15,1.3165238408e+00,4.2547890000e+35,1.9102540000e+05
7.4109260000e+05,1.2496960000e+15,1.3208589631e+00,4.2325380000e+35,1.9040380000e+05
7.4209260000e+05,1.2477340000e+15,1.3251991145e+00,4.2103310000e+35,1.8978270000e+05
7.4309260000e+05,1.2457680000e+15,1.3295437922e+00,4.1881680000e+35,1.8916190000e+05
7.4409260000e+05,1.2438000000e+15,1.3338934991e+00,4.1660500000e+35,1.8854150000e+05
7.4509250000e+05,1.2418280000e+15,1.3382482350e+00,4.1439760000e+35,1.8792150000e+05
7.4609250000e+05,1.2398520000e+15,1.3426074972e+00,4.1219470000e+35,1.8730190000e+05
7.4709250000e+05,1.2378730000e+15,1.3469717886e+00,4.0999630000e+35,1.8668270000e+05
7.4809250000e+05,1.2358910000e+15,1.3513401033e+00,4.0780230000e+35,1.8606390000e+05
7.4909250000e+05,1.2339050000e+15,1.3557139500e+00,4.0561290000e+35,1.8544540000e+05
7.5009250000e+05,1.2319160000e+15,1.3600918200e+00,4.0342790000e+35,1.8482730000e+05
7.5109250000e+05,1.2299240000e+15,1.3644742163e+00,4.0124750000e+35,1.8420960000e+05
7.5209250000e+05,1.2279280000e+15,1.3688616417e+00,3.9907150000e+35,1.8359230000e+05
7.5309250000e+05,1.2259280000e+15,1.3732535934e+00,3.9690010000e+35,1.8297530000e+05
7.5409250000e+05,1.2239260000e+15,1.3776495683e+00,3.9473330000e+35,1.8235870000e+05
7.5509240000e+05,1.2219190000e+15,1.3820505724e+00,3.9257100000e+35,1.8174250000e+05
7.5609240000e+05,1.2199090000e+15,1.3864555998e+00,3.9041330000e+35,1.8112660000e+05
7.5709240000e+05,1.2178960000e+15,1.3908651535e+00,3.8826010000e+35,1.8051110000e+05
7.5809240000e+05,1.2158790000e+15,1.3952787304e+00,3.8611150000e+35,1.7989590000e+05
7.5909240000e+05,1.2138580000e+15,1.3996973366e+00,3.8396750000e+35,1.7928100000e+05
7.6009240000e+05,1.2118340000e+15,1.4041194631e+00,3.8182810000e+35,1.7866650000e+05
7.6109240000e+05,1.2098070000e+15,1.4085466187e+00,3.7969340000e+35,1.7805240000e+05
7.6209240000e+05,1.2077750000e+15,1.4129772948e+00,3.7756320000e+35,1.7743860000e+05
7.6309240000e+05,1.2057410000e+15,1.4174124971e+00,3.7543770000e+35,1.7682510000e+05
7.6409240000e+05,1.2037020000e+15,1.4218517227e+00,3.7331680000e+35,1.7621190000e+05
7.6509230000e+05,1.2016600000e+15,1.4262949716e+00,3.7120060000e+35,1.7559910000e+05
7.6609230000e+05,1.1996140000e+15,1.4307422438e+00,3.6908910000e+35,1.7498660000e+05
7.6709230000e+05,1.1975650000e+15,1.4351940423e+00,3.6698220000e+35,1.7437440000e+05
7.6809230000e+05,1.1955120000e+15,1.4396493611e+00,3.6488000000e+35,1.7376260000e+05
7.6909230000e+05,1.1934550000e+15,1.4441087033e+00,3.6278250000e+35,1.7315100000e+05
7.7009230000e+05,1.1913940000e+15,1.4485720688e+00,3.6068970000e+35,1.7253980000e+05
7.7109230000e+05,1.1893300000e+15,1.4530389547e+00,3.5860160000e+35,1.7192890000e+05
7.7209230000e+05,1.1872620000e+15,1.4575098639e+00,3.5651820000e+35,1.7131830000e+05
7.7309230000e+05,1.1851900000e+15,1.4619847964e+00,3.5443960000e+35,1.7070800000e+05
7.7409230000e+05,1.1831140000e+15,1.4664632493e+00,3.5236570000e+35,1.7009800000e+05
7.7509220000e+05,1.1810350000e+15,1.4709452227e+00,3.5029650000e+35,1.6948830000e+05
7.7609220000e+05,1.1789520000e+15,1.4754312193e+00,3.4823210000e+35,1.6887890000e+05
7.7709220000e+05,1.1768650000e+15,1.4799207363e+00,3.4617250000e+35,1.6826980000e+05
7.7809220000e+05,1.1747740000e+15,1.4844137738e+00,3.4411770000e+35,1.6766100000e+05
7.7909220000e+05,1.1726790000e+15,1.4889103316e+00,3.4206760000e+35,1.6705250000e+05
7.8009220000e+05,1.1705810000e+15,1.4934104099e+00,3.4002240000e+35,1.6644430000e+05
7.8109220000e+05,1.1684780000e+15,1.4979140085e+00,3.3798200000e+35,1.6583630000e+05
7.8209220000e+05,1.1663710000e+15,1.5024211276e+00,3.3594640000e+35,1.6522870000e+05
7.8309220000e+05,1.1642610000e+15,1.5069317670e+00,3.3391560000e+35,1.6462130000e+05
7.8409220000e+05,1.1621470000e+15,1.5114454239e+00,3.3188960000e+35,1.6401420000e+05
7.8509210000e+05,1.1600280000e+15,1.5159620984e+00,3.2986850000e+35,1.6340730000e+05
7.8609210000e+05,1.1579060000e+15,1.5204827961e+00,3.2785230000e+35,1.6280080000e+05
7.8709210000e+05,1.1557800000e+15,1.5250060084e+00,3.2584090000e+35,1.6219450000e+05
7.8809210000e+05,1.1536490000e+15,1.5295327411e+00,3.2383440000e+35,1.6158850000e+05
7.8909210000e+05,1.1515150000e+15,1.5340624913e+00,3.2183280000e+35,1.6098270000e+05
7.9009210000e+05,1.1493760000e+15,1.5385952590e+00,3.1983610000e+35,1.6037720000e+05
7.9109210000e+05,1.1472340000e+15,1.5431310442e+00,3.1784430000e+35,1.5977200000e+05
7.9209210000e+05,1.1450870000e+15,1.5476698468e+00,3.1585740000e+35,1.5916700000e+05
7.9309210000e+05,1.1429360000e+15,1.5522116670e+00,3.1387550000e+35,1.5856230000e+05
7.9409210000e+05,1.1407810000e+15,1.5567565046e+00,3.1189850000e+35,1.5795780000e+05
7.9509200000e+05,1.1386220000e+15,1.5613043597e+00,3.0992640000e+35,1.5735360000e+05
7.9609200000e+05,1.1364580000e+15,1.5658547294e+00,3.0795930000e+35,1.5674960000e+05
